id,class
2999,spec_prior
11812,spec_prior
4826,priority
3154,priority
1990,priority
1219,priority
3542,spec_prior
9657,not_recom
251,priority
11607,not_recom
2229,not_recom
5921,priority
10981,spec_prior
3646,spec_prior
9448,spec_prior
9422,spec_prior
9569,spec_prior
882,not_recom
12335,spec_prior
10576,spec_prior
7744,spec_prior
6614,spec_prior
2937,not_recom
7767,not_recom
11365,spec_prior
7979,spec_prior
1304,priority
6430,priority
6467,spec_prior
1444,priority
12505,spec_prior
8868,not_recom
10294,spec_prior
1549,priority
8375,spec_prior
4794,not_recom
8455,spec_prior
12941,spec_prior
921,not_recom
5814,not_recom
7950,not_recom
4863,not_recom
2996,spec_prior
10257,not_recom
5240,priority
1851,not_recom
3797,spec_prior
10808,spec_prior
11427,not_recom
12107,spec_prior
9614,priority
10973,spec_prior
751,priority
8633,spec_prior
10352,spec_prior
7120,spec_prior
5402,priority
6232,priority
1392,not_recom
1229,priority
8403,not_recom
11209,spec_prior
11728,spec_prior
12638,spec_prior
2293,priority
4913,priority
11177,spec_prior
5748,not_recom
687,not_recom
166,very_recom
11741,spec_prior
1729,very_recom
1008,not_recom
6111,not_recom
6833,spec_prior
11399,spec_prior
1173,not_recom
9570,not_recom
9848,spec_prior
4055,spec_prior
3685,priority
5960,priority
9005,spec_prior
6793,spec_prior
5113,priority
6212,priority
1844,priority
4831,priority
7240,priority
7742,spec_prior
4196,spec_prior
2104,priority
12099,not_recom
961,priority
1159,priority
1421,priority
3467,spec_prior
5621,priority
1651,priority
996,not_recom
4775,priority
6673,priority
8274,not_recom
10058,spec_prior
648,not_recom
7040,spec_prior
5132,priority
3369,not_recom
6164,priority
2028,not_recom
7907,spec_prior
7162,spec_prior
659,priority
9598,priority
8003,spec_prior
5343,not_recom
10182,not_recom
1412,priority
8623,spec_prior
9777,not_recom
128,priority
11249,spec_prior
927,not_recom
12101,spec_prior
11748,not_recom
2181,not_recom
1332,not_recom
995,priority
2960,spec_prior
7822,spec_prior
8320,priority
64,priority
7892,spec_prior
2639,spec_prior
7623,not_recom
5899,priority
7734,not_recom
9952,spec_prior
5544,not_recom
5297,priority
12583,priority
4525,priority
4199,spec_prior
4590,not_recom
563,priority
4790,priority
1796,priority
3290,spec_prior
8541,not_recom
862,priority
8894,spec_prior
3675,not_recom
9757,priority
7437,not_recom
8363,spec_prior
9289,priority
10234,priority
12606,not_recom
12272,spec_prior
730,priority
10563,not_recom
58,very_recom
6594,not_recom
6631,spec_prior
4876,priority
9132,not_recom
2055,not_recom
8823,not_recom
8456,spec_prior
7793,spec_prior
7710,not_recom
6835,priority
11963,spec_prior
1942,priority
7925,spec_prior
4032,not_recom
9326,spec_prior
3120,not_recom
9773,spec_prior
7247,spec_prior
7821,not_recom
127,priority
4639,priority
12208,priority
8862,not_recom
2252,priority
817,priority
10071,not_recom
2461,priority
9209,spec_prior
1353,not_recom
10447,priority
5346,not_recom
861,not_recom
11995,spec_prior
4955,priority
6083,priority
12125,spec_prior
8712,not_recom
6787,priority
6194,spec_prior
2478,not_recom
11053,spec_prior
2303,priority
8008,spec_prior
12002,spec_prior
10930,spec_prior
4355,priority
4081,spec_prior
5787,not_recom
6392,spec_prior
2295,not_recom
239,priority
10330,spec_prior
5384,priority
8859,not_recom
6163,priority
10735,spec_prior
1127,priority
7027,spec_prior
9589,priority
3171,not_recom
8844,not_recom
2744,spec_prior
2496,not_recom
2628,not_recom
12503,spec_prior
6568,priority
6103,priority
1090,priority
9789,not_recom
4888,priority
2589,not_recom
7424,spec_prior
90,not_recom
4072,spec_prior
3633,not_recom
5989,priority
12047,spec_prior
12429,not_recom
5091,not_recom
5419,very_recom
4900,priority
11441,spec_prior
5029,priority
5706,not_recom
2159,priority
71,priority
10164,not_recom
7241,spec_prior
10097,spec_prior
2973,not_recom
4511,priority
8023,priority
718,priority
11835,not_recom
9504,not_recom
36,not_recom
214,priority
7534,spec_prior
8711,priority
7547,spec_prior
12615,not_recom
10665,not_recom
3169,priority
985,priority
3606,not_recom
6146,spec_prior
11850,not_recom
5333,priority
11377,spec_prior
2075,priority
977,priority
1984,priority
8598,not_recom
9215,spec_prior
2516,priority
5843,priority
1347,not_recom
4912,priority
3819,not_recom
2581,priority
12395,spec_prior
9037,priority
8813,spec_prior
6289,priority
10684,spec_prior
12654,not_recom
9888,not_recom
7313,spec_prior
722,priority
5101,priority
9940,priority
1160,priority
4580,priority
1599,not_recom
5375,priority
7004,spec_prior
6731,spec_prior
756,not_recom
9449,spec_prior
3756,not_recom
11619,not_recom
5000,priority
12095,spec_prior
6427,priority
9895,priority
12534,not_recom
3464,spec_prior
3769,spec_prior
5953,priority
1213,priority
3523,priority
4155,not_recom
2475,not_recom
1502,priority
12674,spec_prior
6569,spec_prior
9314,spec_prior
1767,not_recom
12810,not_recom
1867,priority
454,very_recom
1541,priority
8899,spec_prior
6099,not_recom
7197,not_recom
5627,priority
10477,priority
9885,not_recom
9520,spec_prior
9619,priority
7183,priority
9994,priority
10734,not_recom
5995,priority
12907,priority
5316,not_recom
12298,spec_prior
7082,spec_prior
537,not_recom
3841,spec_prior
458,priority
403,priority
5354,priority
2113,priority
7828,spec_prior
6497,priority
6007,priority
8031,not_recom
1435,priority
10305,not_recom
5027,priority
5782,very_recom
11675,spec_prior
10414,spec_prior
789,not_recom
1934,priority
5940,not_recom
9739,priority
2616,not_recom
4453,priority
5963,priority
11628,not_recom
8553,not_recom
12715,spec_prior
9318,not_recom
3096,not_recom
46,priority
3846,not_recom
4275,not_recom
6773,spec_prior
3713,spec_prior
8752,priority
3145,priority
5599,priority
10535,spec_prior
3623,spec_prior
12892,spec_prior
9,not_recom
334,priority
8293,spec_prior
6494,priority
1944,not_recom
9534,not_recom
4100,spec_prior
12960,not_recom
2965,priority
7604,spec_prior
9410,spec_prior
12495,not_recom
2401,priority
2749,priority
6118,spec_prior
3805,spec_prior
202,priority
2211,not_recom
10124,spec_prior
1095,not_recom
2763,not_recom
10080,not_recom
1704,not_recom
2745,not_recom
7497,not_recom
449,priority
6001,priority
8489,spec_prior
9144,not_recom
44,priority
11170,spec_prior
4603,priority
5619,not_recom
5042,priority
12025,spec_prior
12371,spec_prior
7917,not_recom
2209,priority
8437,priority
5363,priority
6621,not_recom
2774,spec_prior
5741,priority
6937,spec_prior
1728,not_recom
8009,spec_prior
4282,spec_prior
5293,priority
3557,spec_prior
519,not_recom
12141,not_recom
3926,spec_prior
180,not_recom
11154,not_recom
7501,spec_prior
3885,not_recom
11667,not_recom
1570,very_recom
2761,spec_prior
4591,very_recom
3628,spec_prior
10003,priority
727,priority
1751,priority
9828,not_recom
7068,not_recom
12194,spec_prior
11346,not_recom
7781,spec_prior
10935,not_recom
7255,spec_prior
10053,not_recom
6992,spec_prior
9596,spec_prior
9622,priority
12551,spec_prior
4625,priority
6380,priority
8575,spec_prior
5842,very_recom
1364,priority
6056,priority
11620,spec_prior
4921,priority
2131,priority
2548,priority
9678,not_recom
11930,spec_prior
11570,spec_prior
9779,priority
2537,priority
3968,spec_prior
7227,not_recom
12442,spec_prior
1110,not_recom
1643,priority
6165,not_recom
4681,priority
5321,priority
1771,priority
4825,priority
10449,not_recom
12886,spec_prior
8945,priority
9028,priority
3436,spec_prior
5830,priority
6106,priority
3337,spec_prior
2553,not_recom
7805,spec_prior
12214,spec_prior
7015,spec_prior
9914,spec_prior
9322,priority
7503,not_recom
5779,priority
6351,not_recom
11567,spec_prior
9441,not_recom
1372,very_recom
9062,spec_prior
5605,priority
5252,priority
10915,spec_prior
182,priority
4972,very_recom
986,priority
9128,priority
8069,spec_prior
167,priority
9727,priority
6872,spec_prior
6710,priority
2424,not_recom
1746,not_recom
10304,spec_prior
6955,spec_prior
8275,priority
11890,spec_prior
10988,spec_prior
347,priority
5465,priority
10078,spec_prior
7913,spec_prior
4583,priority
4099,spec_prior
12258,not_recom
3599,spec_prior
196,priority
5515,priority
9047,spec_prior
1170,not_recom
1238,priority
5005,priority
8086,spec_prior
4456,priority
7713,not_recom
12373,spec_prior
9781,priority
12275,spec_prior
3040,priority
10746,not_recom
10238,spec_prior
11426,spec_prior
11071,priority
10854,not_recom
2380,very_recom
2168,priority
8077,priority
11269,spec_prior
1301,priority
1711,priority
6953,spec_prior
10233,not_recom
5669,priority
4770,not_recom
4485,not_recom
1623,not_recom
2885,spec_prior
7195,spec_prior
7800,not_recom
2442,not_recom
9563,priority
1066,priority
1224,not_recom
7717,spec_prior
10200,not_recom
4466,priority
1922,priority
10029,not_recom
3009,not_recom
9560,priority
11744,spec_prior
2866,priority
1817,priority
4471,priority
12811,priority
5248,very_recom
3490,spec_prior
6101,spec_prior
1514,priority
1663,priority
12776,spec_prior
5141,priority
4946,priority
9597,not_recom
4117,priority
743,priority
7707,not_recom
8784,not_recom
12659,spec_prior
7860,not_recom
4756,very_recom
5063,priority
9259,spec_prior
12867,not_recom
3360,not_recom
3529,priority
848,priority
11788,spec_prior
899,priority
5785,priority
6359,spec_prior
11267,spec_prior
6994,priority
4547,priority
8482,priority
1265,priority
9997,priority
11025,not_recom
4380,not_recom
8637,not_recom
10472,spec_prior
4563,not_recom
12815,spec_prior
7422,not_recom
1051,priority
5836,very_recom
6256,priority
7750,spec_prior
4594,very_recom
604,priority
12724,spec_prior
2783,spec_prior
9353,priority
3,not_recom
7684,spec_prior
9535,priority
646,priority
7341,not_recom
1067,priority
6810,not_recom
12531,not_recom
5007,not_recom
4350,not_recom
8920,priority
12350,spec_prior
12596,spec_prior
7679,spec_prior
248,priority
12935,spec_prior
7400,spec_prior
5780,priority
902,priority
4931,priority
3221,spec_prior
5273,priority
9841,priority
370,priority
5974,priority
779,priority
2502,not_recom
719,priority
23,priority
9208,priority
1620,not_recom
4982,priority
11829,not_recom
4316,spec_prior
10083,not_recom
12868,spec_prior
142,priority
3099,not_recom
12375,not_recom
2803,priority
5211,not_recom
12690,not_recom
3043,priority
11506,priority
8680,priority
2019,not_recom
9546,not_recom
12807,not_recom
10109,spec_prior
7690,spec_prior
1195,priority
10087,spec_prior
9183,not_recom
208,priority
3318,not_recom
6543,not_recom
5732,priority
9640,priority
866,priority
12262,priority
12842,spec_prior
6182,spec_prior
9725,priority
10334,spec_prior
8146,spec_prior
2038,priority
6788,spec_prior
5876,priority
8872,spec_prior
2945,spec_prior
12251,spec_prior
7190,spec_prior
5149,priority
178,priority
11851,spec_prior
12536,spec_prior
12071,spec_prior
5711,priority
8819,spec_prior
1760,priority
9762,not_recom
11824,spec_prior
10858,priority
11024,spec_prior
5586,not_recom
7916,spec_prior
12786,not_recom
10162,priority
8376,not_recom
9360,not_recom
3908,spec_prior
1350,not_recom
10019,spec_prior
10473,not_recom
4443,not_recom
3167,spec_prior
11073,not_recom
11037,not_recom
1911,not_recom
12199,spec_prior
3962,spec_prior
3297,not_recom
919,very_recom
8636,spec_prior
12030,not_recom
12698,spec_prior
12055,spec_prior
8121,not_recom
11388,not_recom
11248,spec_prior
4647,not_recom
6406,spec_prior
9499,priority
12899,spec_prior
11636,spec_prior
219,not_recom
8771,spec_prior
7829,spec_prior
5259,not_recom
746,priority
2286,not_recom
1322,priority
3244,priority
6223,priority
8506,spec_prior
72,not_recom
7230,not_recom
4543,priority
1580,priority
5781,not_recom
9011,spec_prior
10140,not_recom
152,priority
1029,not_recom
4034,spec_prior
5268,not_recom
5424,not_recom
8481,not_recom
12204,not_recom
12378,not_recom
1260,not_recom
8338,spec_prior
288,not_recom
12347,spec_prior
11736,not_recom
489,not_recom
8397,not_recom
11566,spec_prior
351,not_recom
12304,spec_prior
8517,not_recom
215,priority
12526,spec_prior
9018,not_recom
11840,spec_prior
11142,not_recom
9180,not_recom
8358,not_recom
1291,priority
11584,spec_prior
7297,spec_prior
4392,not_recom
4397,priority
10688,spec_prior
9148,priority
1924,priority
10668,not_recom
3031,priority
3714,not_recom
4250,spec_prior
7786,priority
1682,priority
4165,spec_prior
11574,not_recom
2857,priority
2932,spec_prior
10671,not_recom
1953,not_recom
3250,priority
1388,priority
12812,spec_prior
6544,priority
6674,spec_prior
5993,priority
942,not_recom
733,priority
5064,not_recom
1976,priority
2978,spec_prior
10631,spec_prior
2870,spec_prior
12818,spec_prior
7840,spec_prior
7131,not_recom
10722,not_recom
2796,not_recom
6844,priority
6064,spec_prior
9842,spec_prior
11059,spec_prior
8998,spec_prior
3024,not_recom
113,priority
7223,spec_prior
1116,not_recom
12007,spec_prior
7778,spec_prior
12075,not_recom
7426,spec_prior
5905,very_recom
4251,not_recom
4906,priority
12546,not_recom
4492,priority
5196,not_recom
7112,spec_prior
12604,spec_prior
12788,spec_prior
2074,priority
1337,priority
9738,not_recom
9550,priority
6041,priority
9897,not_recom
10562,spec_prior
4781,priority
12666,not_recom
9332,spec_prior
8226,not_recom
3103,priority
3865,spec_prior
3187,priority
5614,priority
4068,not_recom
28,very_recom
1154,priority
2984,spec_prior
6894,not_recom
4360,priority
9990,not_recom
5338,priority
5692,very_recom
5747,priority
11580,not_recom
8041,spec_prior
6837,not_recom
55,very_recom
3777,not_recom
7634,spec_prior
5840,priority
6274,priority
12631,spec_prior
2018,priority
11469,not_recom
1982,priority
7165,spec_prior
11324,spec_prior
12458,spec_prior
11293,spec_prior
7436,spec_prior
11345,spec_prior
3160,priority
21,not_recom
7795,priority
2221,priority
6012,not_recom
3852,not_recom
3125,spec_prior
12753,not_recom
3484,priority
2598,not_recom
11348,spec_prior
9652,priority
12497,spec_prior
3005,spec_prior
7827,not_recom
3213,not_recom
3339,not_recom
535,priority
2233,priority
5648,priority
3723,not_recom
11054,spec_prior
5302,priority
5453,priority
10847,spec_prior
10878,not_recom
7948,spec_prior
6063,not_recom
9981,not_recom
9437,spec_prior
5455,very_recom
7302,not_recom
4101,not_recom
3736,spec_prior
5353,priority
1196,priority
2737,priority
11593,spec_prior
2370,not_recom
4082,spec_prior
5925,not_recom
7321,spec_prior
10427,spec_prior
3527,spec_prior
6482,priority
7129,priority
7003,spec_prior
839,priority
9979,spec_prior
4515,not_recom
2313,not_recom
463,very_recom
4910,priority
4499,priority
5057,priority
5292,not_recom
7562,spec_prior
1808,priority
3083,spec_prior
9470,spec_prior
6490,priority
12667,spec_prior
3800,spec_prior
9791,spec_prior
12162,not_recom
9296,priority
6542,priority
5489,priority
6296,priority
10440,not_recom
10849,spec_prior
1568,priority
2570,priority
10136,spec_prior
9683,spec_prior
4110,not_recom
11307,not_recom
11451,not_recom
5798,priority
10501,spec_prior
10368,not_recom
11549,spec_prior
5630,priority
7591,priority
2155,priority
1611,not_recom
11098,spec_prior
1340,priority
9255,not_recom
12276,not_recom
3373,priority
3565,priority
9639,not_recom
54,not_recom
2079,not_recom
2161,very_recom
8895,not_recom
4962,not_recom
9201,not_recom
12955,spec_prior
467,priority
12337,spec_prior
10202,spec_prior
666,not_recom
7198,spec_prior
5270,priority
3494,spec_prior
1776,not_recom
8975,spec_prior
9753,not_recom
6797,spec_prior
8749,priority
4137,not_recom
8470,spec_prior
5022,not_recom
9693,not_recom
2625,not_recom
9711,not_recom
10662,not_recom
240,not_recom
10871,spec_prior
4060,spec_prior
3137,spec_prior
12196,spec_prior
11163,not_recom
1774,priority
1977,not_recom
3625,spec_prior
8044,spec_prior
12781,spec_prior
12061,spec_prior
8134,spec_prior
5658,not_recom
12610,spec_prior
8672,priority
11833,spec_prior
9453,not_recom
3035,spec_prior
11754,not_recom
12117,not_recom
4058,spec_prior
7888,priority
11806,spec_prior
1859,priority
4508,priority
9434,spec_prior
4273,spec_prior
8024,spec_prior
484,priority
10486,spec_prior
2827,priority
1935,not_recom
4730,priority
12614,spec_prior
6830,spec_prior
6686,spec_prior
11458,spec_prior
256,priority
12332,spec_prior
5034,not_recom
2560,priority
770,priority
7610,spec_prior
5198,priority
9630,not_recom
9603,not_recom
11514,not_recom
3782,spec_prior
12545,spec_prior
9620,priority
4675,priority
5539,priority
594,not_recom
8545,spec_prior
11516,spec_prior
10663,priority
8127,not_recom
6055,priority
12922,spec_prior
2715,not_recom
8250,not_recom
7982,spec_prior
7570,spec_prior
5092,priority
11136,not_recom
4765,priority
10571,spec_prior
331,priority
6560,spec_prior
3278,spec_prior
3359,spec_prior
11752,spec_prior
6752,priority
12201,not_recom
8900,spec_prior
9878,spec_prior
7000,priority
3320,spec_prior
2841,not_recom
2933,spec_prior
3984,not_recom
9969,not_recom
7898,spec_prior
5356,priority
5702,priority
9536,priority
10834,spec_prior
7169,spec_prior
10828,priority
8016,not_recom
10564,spec_prior
12954,not_recom
7693,spec_prior
4261,spec_prior
4951,priority
10149,not_recom
8725,priority
3671,spec_prior
8290,spec_prior
1511,priority
8972,priority
9405,not_recom
11909,spec_prior
353,priority
47,priority
4213,priority
1690,priority
8588,spec_prior
1933,priority
9697,priority
3860,spec_prior
10390,priority
7669,priority
5677,priority
5561,priority
12471,not_recom
6447,not_recom
6074,priority
9527,priority
11587,spec_prior
4995,not_recom
340,priority
11997,not_recom
10678,spec_prior
10216,priority
7438,spec_prior
10333,priority
10581,not_recom
12492,not_recom
1799,priority
979,priority
5420,priority
8431,spec_prior
2254,priority
2411,priority
311,priority
5721,not_recom
4480,priority
6865,priority
5358,not_recom
5284,priority
2230,priority
7522,spec_prior
8062,spec_prior
12467,spec_prior
1739,priority
4381,priority
971,priority
9855,not_recom
4623,not_recom
3849,not_recom
3127,priority
4566,not_recom
8852,spec_prior
8116,spec_prior
12100,priority
6809,priority
7045,spec_prior
5657,priority
6858,not_recom
6176,spec_prior
4017,not_recom
3884,spec_prior
9220,priority
6547,priority
3689,spec_prior
3940,spec_prior
830,priority
7706,spec_prior
1239,not_recom
302,priority
8185,spec_prior
10052,priority
3510,not_recom
11321,spec_prior
3408,not_recom
7681,spec_prior
4869,not_recom
3202,spec_prior
2285,priority
7381,spec_prior
8838,not_recom
5018,priority
11337,not_recom
12248,spec_prior
8261,spec_prior
11645,spec_prior
4752,not_recom
5468,priority
9631,priority
5148,not_recom
6931,priority
7379,spec_prior
11875,spec_prior
657,not_recom
3853,spec_prior
11522,spec_prior
3629,spec_prior
11544,not_recom
7083,not_recom
4657,priority
7097,spec_prior
920,priority
10515,not_recom
7492,spec_prior
6984,not_recom
2185,very_recom
2830,priority
3566,spec_prior
4000,priority
9756,not_recom
2277,not_recom
3077,spec_prior
69,not_recom
10426,priority
11839,spec_prior
3276,not_recom
7849,priority
8448,not_recom
4217,spec_prior
11577,not_recom
432,not_recom
6315,not_recom
10344,not_recom
7758,not_recom
11779,spec_prior
5872,priority
5341,priority
2188,very_recom
3931,spec_prior
4693,priority
12894,not_recom
7567,spec_prior
6149,spec_prior
10555,spec_prior
10065,not_recom
2063,priority
12680,spec_prior
2825,spec_prior
5690,priority
12720,not_recom
11630,spec_prior
7205,spec_prior
8932,priority
8085,not_recom
10913,spec_prior
2192,priority
2455,priority
10122,not_recom
2402,priority
3563,spec_prior
259,priority
8395,spec_prior
7842,not_recom
6967,priority
10091,spec_prior
3589,spec_prior
12259,priority
9992,priority
12381,not_recom
11623,spec_prior
7662,not_recom
12601,spec_prior
5277,not_recom
7924,spec_prior
9953,priority
2469,not_recom
4979,priority
2878,priority
4817,priority
3953,spec_prior
11820,not_recom
5460,not_recom
6457,priority
10175,spec_prior
5360,priority
6503,priority
296,priority
1252,priority
5361,not_recom
12783,not_recom
4700,priority
6986,spec_prior
11263,priority
1991,priority
2614,priority
8808,not_recom
1379,priority
4859,priority
5784,not_recom
12300,not_recom
7645,spec_prior
10492,spec_prior
6346,priority
7899,not_recom
12382,spec_prior
12374,spec_prior
9051,not_recom
8762,spec_prior
2256,not_recom
9354,not_recom
12326,spec_prior
6257,spec_prior
6260,spec_prior
3838,priority
10462,spec_prior
6925,spec_prior
11579,spec_prior
9609,not_recom
5137,priority
125,priority
872,priority
10920,not_recom
5535,not_recom
4813,priority
12731,spec_prior
7715,spec_prior
1149,not_recom
5168,priority
5194,very_recom
1485,not_recom
11464,spec_prior
1764,not_recom
360,not_recom
1072,priority
430,priority
11664,not_recom
9411,not_recom
6319,priority
10867,spec_prior
4705,priority
4336,priority
2100,not_recom
8836,spec_prior
4736,priority
10969,spec_prior
11892,not_recom
4792,priority
1608,not_recom
1683,not_recom
6065,priority
11913,not_recom
7624,spec_prior
980,priority
8251,spec_prior
9325,priority
10495,spec_prior
10717,spec_prior
3218,spec_prior
2712,not_recom
1540,very_recom
7088,spec_prior
6500,priority
2016,not_recom
5766,not_recom
7374,not_recom
2302,priority
4571,priority
4699,very_recom
8316,not_recom
12,not_recom
2669,spec_prior
11203,spec_prior
1491,not_recom
2992,priority
7249,spec_prior
6459,not_recom
7903,spec_prior
4481,priority
5587,priority
5030,priority
2149,priority
3578,spec_prior
3516,not_recom
796,priority
11470,priority
11291,spec_prior
4203,not_recom
10615,priority
2287,priority
5572,priority
5684,priority
5217,not_recom
9455,priority
4891,priority
3447,not_recom
6312,not_recom
12280,spec_prior
3328,priority
11120,spec_prior
12165,not_recom
1003,priority
3973,spec_prior
695,priority
9967,priority
9763,spec_prior
8361,not_recom
1151,priority
732,not_recom
12524,spec_prior
12896,spec_prior
8252,spec_prior
10992,not_recom
10587,not_recom
11793,not_recom
4596,not_recom
