id,class,parents,has_nurs,form,children,housing,finance,social,healths 
1925,priority,usual,improper,complete,more,less_conv,inconv,problematic,priority
1927,priority,usual,improper,complete,more,critical,convenient,nonprob,recommended
1928,priority,usual,improper,complete,more,critical,convenient,nonprob,priority
1930,priority,usual,improper,complete,more,critical,convenient,slightly_prob,recommended
1931,priority,usual,improper,complete,more,critical,convenient,slightly_prob,priority
1932,not_recom,usual,improper,complete,more,critical,convenient,slightly_prob,not_recom
1936,priority,usual,improper,complete,more,critical,inconv,nonprob,recommended
1937,priority,usual,improper,complete,more,critical,inconv,nonprob,priority
1938,not_recom,usual,improper,complete,more,critical,inconv,nonprob,not_recom
1939,priority,usual,improper,complete,more,critical,inconv,slightly_prob,recommended
1941,not_recom,usual,improper,complete,more,critical,inconv,slightly_prob,not_recom
1943,priority,usual,improper,complete,more,critical,inconv,problematic,priority
1945,very_recom,usual,improper,completed,1,convenient,convenient,nonprob,recommended
1947,not_recom,usual,improper,completed,1,convenient,convenient,nonprob,not_recom
1948,very_recom,usual,improper,completed,1,convenient,convenient,slightly_prob,recommended
1949,priority,usual,improper,completed,1,convenient,convenient,slightly_prob,priority
1951,priority,usual,improper,completed,1,convenient,convenient,problematic,recommended
1952,priority,usual,improper,completed,1,convenient,convenient,problematic,priority
1954,very_recom,usual,improper,completed,1,convenient,inconv,nonprob,recommended
1955,priority,usual,improper,completed,1,convenient,inconv,nonprob,priority
1956,not_recom,usual,improper,completed,1,convenient,inconv,nonprob,not_recom
1957,very_recom,usual,improper,completed,1,convenient,inconv,slightly_prob,recommended
1958,priority,usual,improper,completed,1,convenient,inconv,slightly_prob,priority
1960,priority,usual,improper,completed,1,convenient,inconv,problematic,recommended
1962,not_recom,usual,improper,completed,1,convenient,inconv,problematic,not_recom
1964,priority,usual,improper,completed,1,less_conv,convenient,nonprob,priority
1965,not_recom,usual,improper,completed,1,less_conv,convenient,nonprob,not_recom
1966,very_recom,usual,improper,completed,1,less_conv,convenient,slightly_prob,recommended
1967,priority,usual,improper,completed,1,less_conv,convenient,slightly_prob,priority
1968,not_recom,usual,improper,completed,1,less_conv,convenient,slightly_prob,not_recom
1970,priority,usual,improper,completed,1,less_conv,convenient,problematic,priority
1971,not_recom,usual,improper,completed,1,less_conv,convenient,problematic,not_recom
1972,very_recom,usual,improper,completed,1,less_conv,inconv,nonprob,recommended
1973,priority,usual,improper,completed,1,less_conv,inconv,nonprob,priority
1974,not_recom,usual,improper,completed,1,less_conv,inconv,nonprob,not_recom
1978,priority,usual,improper,completed,1,less_conv,inconv,problematic,recommended
1979,priority,usual,improper,completed,1,less_conv,inconv,problematic,priority
1980,not_recom,usual,improper,completed,1,less_conv,inconv,problematic,not_recom
1981,priority,usual,improper,completed,1,critical,convenient,nonprob,recommended
1983,not_recom,usual,improper,completed,1,critical,convenient,nonprob,not_recom
1985,priority,usual,improper,completed,1,critical,convenient,slightly_prob,priority
1986,not_recom,usual,improper,completed,1,critical,convenient,slightly_prob,not_recom
1987,priority,usual,improper,completed,1,critical,convenient,problematic,recommended
1988,priority,usual,improper,completed,1,critical,convenient,problematic,priority
1989,not_recom,usual,improper,completed,1,critical,convenient,problematic,not_recom
1992,not_recom,usual,improper,completed,1,critical,inconv,nonprob,not_recom
1993,priority,usual,improper,completed,1,critical,inconv,slightly_prob,recommended
1994,priority,usual,improper,completed,1,critical,inconv,slightly_prob,priority
1995,not_recom,usual,improper,completed,1,critical,inconv,slightly_prob,not_recom
1996,priority,usual,improper,completed,1,critical,inconv,problematic,recommended
1999,very_recom,usual,improper,completed,2,convenient,convenient,nonprob,recommended
2001,not_recom,usual,improper,completed,2,convenient,convenient,nonprob,not_recom
2002,very_recom,usual,improper,completed,2,convenient,convenient,slightly_prob,recommended
2003,priority,usual,improper,completed,2,convenient,convenient,slightly_prob,priority
2004,not_recom,usual,improper,completed,2,convenient,convenient,slightly_prob,not_recom
2005,priority,usual,improper,completed,2,convenient,convenient,problematic,recommended
2006,priority,usual,improper,completed,2,convenient,convenient,problematic,priority
2007,not_recom,usual,improper,completed,2,convenient,convenient,problematic,not_recom
2008,very_recom,usual,improper,completed,2,convenient,inconv,nonprob,recommended
2009,priority,usual,improper,completed,2,convenient,inconv,nonprob,priority
2011,very_recom,usual,improper,completed,2,convenient,inconv,slightly_prob,recommended
2012,priority,usual,improper,completed,2,convenient,inconv,slightly_prob,priority
2013,not_recom,usual,improper,completed,2,convenient,inconv,slightly_prob,not_recom
2014,priority,usual,improper,completed,2,convenient,inconv,problematic,recommended
2015,priority,usual,improper,completed,2,convenient,inconv,problematic,priority
2017,very_recom,usual,improper,completed,2,less_conv,convenient,nonprob,recommended
2020,very_recom,usual,improper,completed,2,less_conv,convenient,slightly_prob,recommended
2021,priority,usual,improper,completed,2,less_conv,convenient,slightly_prob,priority
2022,not_recom,usual,improper,completed,2,less_conv,convenient,slightly_prob,not_recom
2024,priority,usual,improper,completed,2,less_conv,convenient,problematic,priority
2025,not_recom,usual,improper,completed,2,less_conv,convenient,problematic,not_recom
2026,very_recom,usual,improper,completed,2,less_conv,inconv,nonprob,recommended
2027,priority,usual,improper,completed,2,less_conv,inconv,nonprob,priority
2029,very_recom,usual,improper,completed,2,less_conv,inconv,slightly_prob,recommended
2030,priority,usual,improper,completed,2,less_conv,inconv,slightly_prob,priority
2031,not_recom,usual,improper,completed,2,less_conv,inconv,slightly_prob,not_recom
2032,priority,usual,improper,completed,2,less_conv,inconv,problematic,recommended
2033,priority,usual,improper,completed,2,less_conv,inconv,problematic,priority
2034,not_recom,usual,improper,completed,2,less_conv,inconv,problematic,not_recom
2035,priority,usual,improper,completed,2,critical,convenient,nonprob,recommended
2036,priority,usual,improper,completed,2,critical,convenient,nonprob,priority
2037,not_recom,usual,improper,completed,2,critical,convenient,nonprob,not_recom
2039,priority,usual,improper,completed,2,critical,convenient,slightly_prob,priority
2040,not_recom,usual,improper,completed,2,critical,convenient,slightly_prob,not_recom
2041,priority,usual,improper,completed,2,critical,convenient,problematic,recommended
2043,not_recom,usual,improper,completed,2,critical,convenient,problematic,not_recom
2044,priority,usual,improper,completed,2,critical,inconv,nonprob,recommended
2045,priority,usual,improper,completed,2,critical,inconv,nonprob,priority
2046,not_recom,usual,improper,completed,2,critical,inconv,nonprob,not_recom
2047,priority,usual,improper,completed,2,critical,inconv,slightly_prob,recommended
2048,priority,usual,improper,completed,2,critical,inconv,slightly_prob,priority
2049,not_recom,usual,improper,completed,2,critical,inconv,slightly_prob,not_recom
2050,priority,usual,improper,completed,2,critical,inconv,problematic,recommended
2052,not_recom,usual,improper,completed,2,critical,inconv,problematic,not_recom
2053,very_recom,usual,improper,completed,3,convenient,convenient,nonprob,recommended
2054,priority,usual,improper,completed,3,convenient,convenient,nonprob,priority
2057,priority,usual,improper,completed,3,convenient,convenient,slightly_prob,priority
2058,not_recom,usual,improper,completed,3,convenient,convenient,slightly_prob,not_recom
2059,priority,usual,improper,completed,3,convenient,convenient,problematic,recommended
2060,priority,usual,improper,completed,3,convenient,convenient,problematic,priority
2061,not_recom,usual,improper,completed,3,convenient,convenient,problematic,not_recom
2062,priority,usual,improper,completed,3,convenient,inconv,nonprob,recommended
2064,not_recom,usual,improper,completed,3,convenient,inconv,nonprob,not_recom
2066,priority,usual,improper,completed,3,convenient,inconv,slightly_prob,priority
2067,not_recom,usual,improper,completed,3,convenient,inconv,slightly_prob,not_recom
2069,priority,usual,improper,completed,3,convenient,inconv,problematic,priority
2070,not_recom,usual,improper,completed,3,convenient,inconv,problematic,not_recom
2071,priority,usual,improper,completed,3,less_conv,convenient,nonprob,recommended
2073,not_recom,usual,improper,completed,3,less_conv,convenient,nonprob,not_recom
2076,not_recom,usual,improper,completed,3,less_conv,convenient,slightly_prob,not_recom
2077,priority,usual,improper,completed,3,less_conv,convenient,problematic,recommended
2078,priority,usual,improper,completed,3,less_conv,convenient,problematic,priority
2080,priority,usual,improper,completed,3,less_conv,inconv,nonprob,recommended
2081,priority,usual,improper,completed,3,less_conv,inconv,nonprob,priority
2082,not_recom,usual,improper,completed,3,less_conv,inconv,nonprob,not_recom
2083,priority,usual,improper,completed,3,less_conv,inconv,slightly_prob,recommended
2084,priority,usual,improper,completed,3,less_conv,inconv,slightly_prob,priority
2085,not_recom,usual,improper,completed,3,less_conv,inconv,slightly_prob,not_recom
2086,priority,usual,improper,completed,3,less_conv,inconv,problematic,recommended
2087,priority,usual,improper,completed,3,less_conv,inconv,problematic,priority
2088,not_recom,usual,improper,completed,3,less_conv,inconv,problematic,not_recom
2089,priority,usual,improper,completed,3,critical,convenient,nonprob,recommended
2090,priority,usual,improper,completed,3,critical,convenient,nonprob,priority
2092,priority,usual,improper,completed,3,critical,convenient,slightly_prob,recommended
2093,priority,usual,improper,completed,3,critical,convenient,slightly_prob,priority
2094,not_recom,usual,improper,completed,3,critical,convenient,slightly_prob,not_recom
2095,priority,usual,improper,completed,3,critical,convenient,problematic,recommended
2096,priority,usual,improper,completed,3,critical,convenient,problematic,priority
2097,not_recom,usual,improper,completed,3,critical,convenient,problematic,not_recom
2098,priority,usual,improper,completed,3,critical,inconv,nonprob,recommended
2102,priority,usual,improper,completed,3,critical,inconv,slightly_prob,priority
2103,not_recom,usual,improper,completed,3,critical,inconv,slightly_prob,not_recom
2105,priority,usual,improper,completed,3,critical,inconv,problematic,priority
2107,very_recom,usual,improper,completed,more,convenient,convenient,nonprob,recommended
2108,priority,usual,improper,completed,more,convenient,convenient,nonprob,priority
2109,not_recom,usual,improper,completed,more,convenient,convenient,nonprob,not_recom
2110,very_recom,usual,improper,completed,more,convenient,convenient,slightly_prob,recommended
2111,priority,usual,improper,completed,more,convenient,convenient,slightly_prob,priority
2112,not_recom,usual,improper,completed,more,convenient,convenient,slightly_prob,not_recom
2114,priority,usual,improper,completed,more,convenient,convenient,problematic,priority
2115,not_recom,usual,improper,completed,more,convenient,convenient,problematic,not_recom
2116,priority,usual,improper,completed,more,convenient,inconv,nonprob,recommended
2118,not_recom,usual,improper,completed,more,convenient,inconv,nonprob,not_recom
2121,not_recom,usual,improper,completed,more,convenient,inconv,slightly_prob,not_recom
2123,priority,usual,improper,completed,more,convenient,inconv,problematic,priority
2124,not_recom,usual,improper,completed,more,convenient,inconv,problematic,not_recom
2125,priority,usual,improper,completed,more,less_conv,convenient,nonprob,recommended
2126,priority,usual,improper,completed,more,less_conv,convenient,nonprob,priority
2127,not_recom,usual,improper,completed,more,less_conv,convenient,nonprob,not_recom
2128,priority,usual,improper,completed,more,less_conv,convenient,slightly_prob,recommended
2129,priority,usual,improper,completed,more,less_conv,convenient,slightly_prob,priority
2132,priority,usual,improper,completed,more,less_conv,convenient,problematic,priority
2133,not_recom,usual,improper,completed,more,less_conv,convenient,problematic,not_recom
2134,priority,usual,improper,completed,more,less_conv,inconv,nonprob,recommended
2135,priority,usual,improper,completed,more,less_conv,inconv,nonprob,priority
2136,not_recom,usual,improper,completed,more,less_conv,inconv,nonprob,not_recom
2138,priority,usual,improper,completed,more,less_conv,inconv,slightly_prob,priority
2139,not_recom,usual,improper,completed,more,less_conv,inconv,slightly_prob,not_recom
2140,priority,usual,improper,completed,more,less_conv,inconv,problematic,recommended
2141,priority,usual,improper,completed,more,less_conv,inconv,problematic,priority
2142,not_recom,usual,improper,completed,more,less_conv,inconv,problematic,not_recom
2143,priority,usual,improper,completed,more,critical,convenient,nonprob,recommended
2144,priority,usual,improper,completed,more,critical,convenient,nonprob,priority
2145,not_recom,usual,improper,completed,more,critical,convenient,nonprob,not_recom
2146,priority,usual,improper,completed,more,critical,convenient,slightly_prob,recommended
2147,priority,usual,improper,completed,more,critical,convenient,slightly_prob,priority
2148,not_recom,usual,improper,completed,more,critical,convenient,slightly_prob,not_recom
2151,not_recom,usual,improper,completed,more,critical,convenient,problematic,not_recom
2152,priority,usual,improper,completed,more,critical,inconv,nonprob,recommended
2153,priority,usual,improper,completed,more,critical,inconv,nonprob,priority
2154,not_recom,usual,improper,completed,more,critical,inconv,nonprob,not_recom
2156,priority,usual,improper,completed,more,critical,inconv,slightly_prob,priority
2157,not_recom,usual,improper,completed,more,critical,inconv,slightly_prob,not_recom
2158,priority,usual,improper,completed,more,critical,inconv,problematic,recommended
2160,not_recom,usual,improper,completed,more,critical,inconv,problematic,not_recom
2162,priority,usual,improper,incomplete,1,convenient,convenient,nonprob,priority
2163,not_recom,usual,improper,incomplete,1,convenient,convenient,nonprob,not_recom
2164,very_recom,usual,improper,incomplete,1,convenient,convenient,slightly_prob,recommended
2165,priority,usual,improper,incomplete,1,convenient,convenient,slightly_prob,priority
2166,not_recom,usual,improper,incomplete,1,convenient,convenient,slightly_prob,not_recom
2167,priority,usual,improper,incomplete,1,convenient,convenient,problematic,recommended
2169,not_recom,usual,improper,incomplete,1,convenient,convenient,problematic,not_recom
2171,priority,usual,improper,incomplete,1,convenient,inconv,nonprob,priority
2172,not_recom,usual,improper,incomplete,1,convenient,inconv,nonprob,not_recom
2173,very_recom,usual,improper,incomplete,1,convenient,inconv,slightly_prob,recommended
2174,priority,usual,improper,incomplete,1,convenient,inconv,slightly_prob,priority
2175,not_recom,usual,improper,incomplete,1,convenient,inconv,slightly_prob,not_recom
2176,priority,usual,improper,incomplete,1,convenient,inconv,problematic,recommended
2177,priority,usual,improper,incomplete,1,convenient,inconv,problematic,priority
2178,not_recom,usual,improper,incomplete,1,convenient,inconv,problematic,not_recom
2179,very_recom,usual,improper,incomplete,1,less_conv,convenient,nonprob,recommended
2180,priority,usual,improper,incomplete,1,less_conv,convenient,nonprob,priority
2182,very_recom,usual,improper,incomplete,1,less_conv,convenient,slightly_prob,recommended
2183,priority,usual,improper,incomplete,1,less_conv,convenient,slightly_prob,priority
2184,not_recom,usual,improper,incomplete,1,less_conv,convenient,slightly_prob,not_recom
2186,priority,usual,improper,incomplete,1,less_conv,convenient,problematic,priority
2190,not_recom,usual,improper,incomplete,1,less_conv,inconv,nonprob,not_recom
2191,very_recom,usual,improper,incomplete,1,less_conv,inconv,slightly_prob,recommended
2193,not_recom,usual,improper,incomplete,1,less_conv,inconv,slightly_prob,not_recom
2194,priority,usual,improper,incomplete,1,less_conv,inconv,problematic,recommended
2195,priority,usual,improper,incomplete,1,less_conv,inconv,problematic,priority
2197,priority,usual,improper,incomplete,1,critical,convenient,nonprob,recommended
2198,priority,usual,improper,incomplete,1,critical,convenient,nonprob,priority
2199,not_recom,usual,improper,incomplete,1,critical,convenient,nonprob,not_recom
2200,priority,usual,improper,incomplete,1,critical,convenient,slightly_prob,recommended
2201,priority,usual,improper,incomplete,1,critical,convenient,slightly_prob,priority
2202,not_recom,usual,improper,incomplete,1,critical,convenient,slightly_prob,not_recom
2203,priority,usual,improper,incomplete,1,critical,convenient,problematic,recommended
2204,priority,usual,improper,incomplete,1,critical,convenient,problematic,priority
2206,priority,usual,improper,incomplete,1,critical,inconv,nonprob,recommended
2207,priority,usual,improper,incomplete,1,critical,inconv,nonprob,priority
2208,not_recom,usual,improper,incomplete,1,critical,inconv,nonprob,not_recom
2212,priority,usual,improper,incomplete,1,critical,inconv,problematic,recommended
2213,priority,usual,improper,incomplete,1,critical,inconv,problematic,priority
2215,very_recom,usual,improper,incomplete,2,convenient,convenient,nonprob,recommended
2216,priority,usual,improper,incomplete,2,convenient,convenient,nonprob,priority
2217,not_recom,usual,improper,incomplete,2,convenient,convenient,nonprob,not_recom
2218,very_recom,usual,improper,incomplete,2,convenient,convenient,slightly_prob,recommended
2219,priority,usual,improper,incomplete,2,convenient,convenient,slightly_prob,priority
2222,priority,usual,improper,incomplete,2,convenient,convenient,problematic,priority
2224,priority,usual,improper,incomplete,2,convenient,inconv,nonprob,recommended
2225,priority,usual,improper,incomplete,2,convenient,inconv,nonprob,priority
2226,not_recom,usual,improper,incomplete,2,convenient,inconv,nonprob,not_recom
2227,priority,usual,improper,incomplete,2,convenient,inconv,slightly_prob,recommended
2228,priority,usual,improper,incomplete,2,convenient,inconv,slightly_prob,priority
2231,priority,usual,improper,incomplete,2,convenient,inconv,problematic,priority
2232,not_recom,usual,improper,incomplete,2,convenient,inconv,problematic,not_recom
2234,priority,usual,improper,incomplete,2,less_conv,convenient,nonprob,priority
2235,not_recom,usual,improper,incomplete,2,less_conv,convenient,nonprob,not_recom
2236,priority,usual,improper,incomplete,2,less_conv,convenient,slightly_prob,recommended
2237,priority,usual,improper,incomplete,2,less_conv,convenient,slightly_prob,priority
2238,not_recom,usual,improper,incomplete,2,less_conv,convenient,slightly_prob,not_recom
2241,not_recom,usual,improper,incomplete,2,less_conv,convenient,problematic,not_recom
2242,priority,usual,improper,incomplete,2,less_conv,inconv,nonprob,recommended
2243,priority,usual,improper,incomplete,2,less_conv,inconv,nonprob,priority
2246,priority,usual,improper,incomplete,2,less_conv,inconv,slightly_prob,priority
2247,not_recom,usual,improper,incomplete,2,less_conv,inconv,slightly_prob,not_recom
2250,not_recom,usual,improper,incomplete,2,less_conv,inconv,problematic,not_recom
2251,priority,usual,improper,incomplete,2,critical,convenient,nonprob,recommended
2253,not_recom,usual,improper,incomplete,2,critical,convenient,nonprob,not_recom
2255,priority,usual,improper,incomplete,2,critical,convenient,slightly_prob,priority
2257,priority,usual,improper,incomplete,2,critical,convenient,problematic,recommended
2258,priority,usual,improper,incomplete,2,critical,convenient,problematic,priority
2259,not_recom,usual,improper,incomplete,2,critical,convenient,problematic,not_recom
2260,priority,usual,improper,incomplete,2,critical,inconv,nonprob,recommended
2261,priority,usual,improper,incomplete,2,critical,inconv,nonprob,priority
2262,not_recom,usual,improper,incomplete,2,critical,inconv,nonprob,not_recom
2263,priority,usual,improper,incomplete,2,critical,inconv,slightly_prob,recommended
2264,priority,usual,improper,incomplete,2,critical,inconv,slightly_prob,priority
2265,not_recom,usual,improper,incomplete,2,critical,inconv,slightly_prob,not_recom
2267,priority,usual,improper,incomplete,2,critical,inconv,problematic,priority
2268,not_recom,usual,improper,incomplete,2,critical,inconv,problematic,not_recom
2269,very_recom,usual,improper,incomplete,3,convenient,convenient,nonprob,recommended
2271,not_recom,usual,improper,incomplete,3,convenient,convenient,nonprob,not_recom
2272,very_recom,usual,improper,incomplete,3,convenient,convenient,slightly_prob,recommended
2273,priority,usual,improper,incomplete,3,convenient,convenient,slightly_prob,priority
2274,not_recom,usual,improper,incomplete,3,convenient,convenient,slightly_prob,not_recom
2275,priority,usual,improper,incomplete,3,convenient,convenient,problematic,recommended
2276,priority,usual,improper,incomplete,3,convenient,convenient,problematic,priority
2278,priority,usual,improper,incomplete,3,convenient,inconv,nonprob,recommended
2280,not_recom,usual,improper,incomplete,3,convenient,inconv,nonprob,not_recom
2281,priority,usual,improper,incomplete,3,convenient,inconv,slightly_prob,recommended
2282,priority,usual,improper,incomplete,3,convenient,inconv,slightly_prob,priority
2283,not_recom,usual,improper,incomplete,3,convenient,inconv,slightly_prob,not_recom
2288,priority,usual,improper,incomplete,3,less_conv,convenient,nonprob,priority
2289,not_recom,usual,improper,incomplete,3,less_conv,convenient,nonprob,not_recom
2290,priority,usual,improper,incomplete,3,less_conv,convenient,slightly_prob,recommended
2291,priority,usual,improper,incomplete,3,less_conv,convenient,slightly_prob,priority
2292,not_recom,usual,improper,incomplete,3,less_conv,convenient,slightly_prob,not_recom
2294,priority,usual,improper,incomplete,3,less_conv,convenient,problematic,priority
2296,priority,usual,improper,incomplete,3,less_conv,inconv,nonprob,recommended
2297,priority,usual,improper,incomplete,3,less_conv,inconv,nonprob,priority
2298,not_recom,usual,improper,incomplete,3,less_conv,inconv,nonprob,not_recom
2299,priority,usual,improper,incomplete,3,less_conv,inconv,slightly_prob,recommended
2300,priority,usual,improper,incomplete,3,less_conv,inconv,slightly_prob,priority
2301,not_recom,usual,improper,incomplete,3,less_conv,inconv,slightly_prob,not_recom
2305,priority,usual,improper,incomplete,3,critical,convenient,nonprob,recommended
2306,priority,usual,improper,incomplete,3,critical,convenient,nonprob,priority
2307,not_recom,usual,improper,incomplete,3,critical,convenient,nonprob,not_recom
2308,priority,usual,improper,incomplete,3,critical,convenient,slightly_prob,recommended
2309,priority,usual,improper,incomplete,3,critical,convenient,slightly_prob,priority
2310,not_recom,usual,improper,incomplete,3,critical,convenient,slightly_prob,not_recom
2311,priority,usual,improper,incomplete,3,critical,convenient,problematic,recommended
2312,priority,usual,improper,incomplete,3,critical,convenient,problematic,priority
2314,priority,usual,improper,incomplete,3,critical,inconv,nonprob,recommended
2315,priority,usual,improper,incomplete,3,critical,inconv,nonprob,priority
2316,not_recom,usual,improper,incomplete,3,critical,inconv,nonprob,not_recom
2317,priority,usual,improper,incomplete,3,critical,inconv,slightly_prob,recommended
2318,priority,usual,improper,incomplete,3,critical,inconv,slightly_prob,priority
2319,not_recom,usual,improper,incomplete,3,critical,inconv,slightly_prob,not_recom
2320,priority,usual,improper,incomplete,3,critical,inconv,problematic,recommended
2322,not_recom,usual,improper,incomplete,3,critical,inconv,problematic,not_recom
2323,very_recom,usual,improper,incomplete,more,convenient,convenient,nonprob,recommended
2324,priority,usual,improper,incomplete,more,convenient,convenient,nonprob,priority
2325,not_recom,usual,improper,incomplete,more,convenient,convenient,nonprob,not_recom
2327,priority,usual,improper,incomplete,more,convenient,convenient,slightly_prob,priority
2328,not_recom,usual,improper,incomplete,more,convenient,convenient,slightly_prob,not_recom
2329,priority,usual,improper,incomplete,more,convenient,convenient,problematic,recommended
2331,not_recom,usual,improper,incomplete,more,convenient,convenient,problematic,not_recom
2333,priority,usual,improper,incomplete,more,convenient,inconv,nonprob,priority
2334,not_recom,usual,improper,incomplete,more,convenient,inconv,nonprob,not_recom
2335,priority,usual,improper,incomplete,more,convenient,inconv,slightly_prob,recommended
2336,priority,usual,improper,incomplete,more,convenient,inconv,slightly_prob,priority
2338,priority,usual,improper,incomplete,more,convenient,inconv,problematic,recommended
2339,priority,usual,improper,incomplete,more,convenient,inconv,problematic,priority
2340,not_recom,usual,improper,incomplete,more,convenient,inconv,problematic,not_recom
2343,not_recom,usual,improper,incomplete,more,less_conv,convenient,nonprob,not_recom
2344,priority,usual,improper,incomplete,more,less_conv,convenient,slightly_prob,recommended
2345,priority,usual,improper,incomplete,more,less_conv,convenient,slightly_prob,priority
2346,not_recom,usual,improper,incomplete,more,less_conv,convenient,slightly_prob,not_recom
2347,priority,usual,improper,incomplete,more,less_conv,convenient,problematic,recommended
2348,priority,usual,improper,incomplete,more,less_conv,convenient,problematic,priority
2349,not_recom,usual,improper,incomplete,more,less_conv,convenient,problematic,not_recom
2350,priority,usual,improper,incomplete,more,less_conv,inconv,nonprob,recommended
2351,priority,usual,improper,incomplete,more,less_conv,inconv,nonprob,priority
2352,not_recom,usual,improper,incomplete,more,less_conv,inconv,nonprob,not_recom
2353,priority,usual,improper,incomplete,more,less_conv,inconv,slightly_prob,recommended
2354,priority,usual,improper,incomplete,more,less_conv,inconv,slightly_prob,priority
2355,not_recom,usual,improper,incomplete,more,less_conv,inconv,slightly_prob,not_recom
2357,priority,usual,improper,incomplete,more,less_conv,inconv,problematic,priority
2358,not_recom,usual,improper,incomplete,more,less_conv,inconv,problematic,not_recom
2359,priority,usual,improper,incomplete,more,critical,convenient,nonprob,recommended
2360,priority,usual,improper,incomplete,more,critical,convenient,nonprob,priority
2362,priority,usual,improper,incomplete,more,critical,convenient,slightly_prob,recommended
2363,priority,usual,improper,incomplete,more,critical,convenient,slightly_prob,priority
2364,not_recom,usual,improper,incomplete,more,critical,convenient,slightly_prob,not_recom
2365,priority,usual,improper,incomplete,more,critical,convenient,problematic,recommended
2366,priority,usual,improper,incomplete,more,critical,convenient,problematic,priority
2367,not_recom,usual,improper,incomplete,more,critical,convenient,problematic,not_recom
2368,priority,usual,improper,incomplete,more,critical,inconv,nonprob,recommended
2369,priority,usual,improper,incomplete,more,critical,inconv,nonprob,priority
2372,priority,usual,improper,incomplete,more,critical,inconv,slightly_prob,priority
2373,not_recom,usual,improper,incomplete,more,critical,inconv,slightly_prob,not_recom
2374,priority,usual,improper,incomplete,more,critical,inconv,problematic,recommended
2375,priority,usual,improper,incomplete,more,critical,inconv,problematic,priority
2376,not_recom,usual,improper,incomplete,more,critical,inconv,problematic,not_recom
2377,very_recom,usual,improper,foster,1,convenient,convenient,nonprob,recommended
2378,priority,usual,improper,foster,1,convenient,convenient,nonprob,priority
2379,not_recom,usual,improper,foster,1,convenient,convenient,nonprob,not_recom
2381,priority,usual,improper,foster,1,convenient,convenient,slightly_prob,priority
2382,not_recom,usual,improper,foster,1,convenient,convenient,slightly_prob,not_recom
2383,priority,usual,improper,foster,1,convenient,convenient,problematic,recommended
2384,priority,usual,improper,foster,1,convenient,convenient,problematic,priority
2386,priority,usual,improper,foster,1,convenient,inconv,nonprob,recommended
2387,priority,usual,improper,foster,1,convenient,inconv,nonprob,priority
2388,not_recom,usual,improper,foster,1,convenient,inconv,nonprob,not_recom
2389,priority,usual,improper,foster,1,convenient,inconv,slightly_prob,recommended
2390,priority,usual,improper,foster,1,convenient,inconv,slightly_prob,priority
2391,not_recom,usual,improper,foster,1,convenient,inconv,slightly_prob,not_recom
2392,priority,usual,improper,foster,1,convenient,inconv,problematic,recommended
2393,priority,usual,improper,foster,1,convenient,inconv,problematic,priority
2394,not_recom,usual,improper,foster,1,convenient,inconv,problematic,not_recom
2395,priority,usual,improper,foster,1,less_conv,convenient,nonprob,recommended
2396,priority,usual,improper,foster,1,less_conv,convenient,nonprob,priority
2397,not_recom,usual,improper,foster,1,less_conv,convenient,nonprob,not_recom
2399,priority,usual,improper,foster,1,less_conv,convenient,slightly_prob,priority
2400,not_recom,usual,improper,foster,1,less_conv,convenient,slightly_prob,not_recom
2404,priority,usual,improper,foster,1,less_conv,inconv,nonprob,recommended
2405,priority,usual,improper,foster,1,less_conv,inconv,nonprob,priority
2407,priority,usual,improper,foster,1,less_conv,inconv,slightly_prob,recommended
2408,priority,usual,improper,foster,1,less_conv,inconv,slightly_prob,priority
2409,not_recom,usual,improper,foster,1,less_conv,inconv,slightly_prob,not_recom
2410,priority,usual,improper,foster,1,less_conv,inconv,problematic,recommended
2412,not_recom,usual,improper,foster,1,less_conv,inconv,problematic,not_recom
2413,priority,usual,improper,foster,1,critical,convenient,nonprob,recommended
2414,priority,usual,improper,foster,1,critical,convenient,nonprob,priority
2417,priority,usual,improper,foster,1,critical,convenient,slightly_prob,priority
2418,not_recom,usual,improper,foster,1,critical,convenient,slightly_prob,not_recom
2419,priority,usual,improper,foster,1,critical,convenient,problematic,recommended
2420,priority,usual,improper,foster,1,critical,convenient,problematic,priority
2422,priority,usual,improper,foster,1,critical,inconv,nonprob,recommended
2423,priority,usual,improper,foster,1,critical,inconv,nonprob,priority
2425,priority,usual,improper,foster,1,critical,inconv,slightly_prob,recommended
2426,priority,usual,improper,foster,1,critical,inconv,slightly_prob,priority
2427,not_recom,usual,improper,foster,1,critical,inconv,slightly_prob,not_recom
2429,priority,usual,improper,foster,1,critical,inconv,problematic,priority
2430,not_recom,usual,improper,foster,1,critical,inconv,problematic,not_recom
2431,very_recom,usual,improper,foster,2,convenient,convenient,nonprob,recommended
2433,not_recom,usual,improper,foster,2,convenient,convenient,nonprob,not_recom
2435,priority,usual,improper,foster,2,convenient,convenient,slightly_prob,priority
2436,not_recom,usual,improper,foster,2,convenient,convenient,slightly_prob,not_recom
2437,priority,usual,improper,foster,2,convenient,convenient,problematic,recommended
2438,priority,usual,improper,foster,2,convenient,convenient,problematic,priority
2439,not_recom,usual,improper,foster,2,convenient,convenient,problematic,not_recom
2440,priority,usual,improper,foster,2,convenient,inconv,nonprob,recommended
2441,priority,usual,improper,foster,2,convenient,inconv,nonprob,priority
2443,priority,usual,improper,foster,2,convenient,inconv,slightly_prob,recommended
2444,priority,usual,improper,foster,2,convenient,inconv,slightly_prob,priority
